"code","team","city","name","capacity","built","seat","lat","lon","lonlat","unique.team"
"IND","Uttar Pradesh CT","Lucknow","Dr. Akhilesh Das Stadium",20000,"2007","-",26.8466937,80.946166,"26.8466937:80.946166","uttar-pradesh-ct"
"IND","Multi-use","Bhilai","Jayanti Stadium",20000,"-","-",21.1910614,81.369091,"21.1910614:81.369091","multi-use"
"IND","Multi-use","Srikakulam","Kodi Ramamurthy Stadium",20000,"-","-",18.3065029,83.8915553523768,"18.3065029:83.8915553523768","multi-use"
"IND","Multi-use","Durg","Ravishankar Shukla Stadium",20000,"-","-",21.1904494,81.2849169,"21.1904494:81.2849169","multi-use"
"IND","Multi-use","Davanagere","Corporation Stadium",20000,"-","-",13.0871751,80.2705808810014,"13.0871751:80.2705808810014","multi-use"
"IND","Multi-use","Dharwad","RN Shetty Stadium",20000,"-","-",15.4592239,75.0054423775579,"15.4592239:75.0054423775579","multi-use"
"IND","Multi-use","Gulbarga","Chandrasekhar Patil Stadium",20000,"-","-",17.31940415,76.8378054511227,"17.31940415:76.8378054511227","multi-use"
"IND","Football-use","Tumkur","Tumkur Nehru Stadium",20000,"-","-",18.50226505,73.8556715325164,"18.50226505:73.8556715325164","football-use"
"IND","Football-use","Kottayam","Kottayam Nehru Stadium",20000,"-","-",9.59625545,76.5261227933454,"9.59625545:76.5261227933454","football-use"
"IND","Football-use","Karad","Chatrapati Shivaji Stadium",20000,"-","-",17.2838088,74.1872838736567,"17.2838088:74.1872838736567","football-use"
"IND","Football-use","Satara","Shahu Stadium",20000,"-","-",3.0823809,101.545083111811,"3.0823809:101.545083111811","football-use"
"IND","Football-use","Sakhipara","VSS Stadium",20000,"-","-",21.4663554,83.9861225,"21.4663554:83.9861225","football-use"
"IND","Football-use","Bikaner","Dr. Karni Singh Stadium",20000,"-","-",28.0297066,73.325526799109,"28.0297066:73.325526799109","football-use"
"IND","Football-use","Tiruchirappalli","Anna Stadium",20000,"-","-",42.2659545,-83.7487216984212,"42.2659545:-83.7487216984212","football-use"
"IND","Madhya Pradesh","Bhopal","Tatya Tope Nagar Stadium",20000,"-","-",23.23172405,77.399802017487,"23.23172405:77.399802017487","madhya-pradesh"
"IND","Josco FC","Ernakulam","Maharaja College Stadium",20000,"-","-",0,0,"0:0","josco-fc"
"IND","Multi-use","Meerut","Kailash Prakash Stadium",20000,"-","-",28.9844618,77.7064137,"28.9844618:77.7064137","multi-use"
"IND","Multi-use","Powerpet","ASR Stadium",20000,"-","-",35.52471185,-97.4642796973459,"35.52471185:-97.4642796973459","multi-use"
"IND","Football-use","Kohima","Indira Gandhi Stadium",20000,"-","-",0,0,"0:0","football-use"
"IND","Multi-use","Tiruchirappalli","Anna Stadium",20000,"-","-",0,0,"0:0","multi-use"
"IND","Multi-use","Brahmapur","Brahmapur Stadium",20000,"-","-",19.3111013,84.7887553011694,"19.3111013:84.7887553011694","multi-use"
"IND","Multi-use","Karad","Chhatrapati Shivaji Stadium",20000,"-","-",17.2838088,74.1872838736567,"17.2838088:74.1872838736567","multi-use"
"IND","Football-use","Hoshiarpur","Lajwanti Stadium",20000,"-","-",31.5429344,75.9016824,"31.5429344:75.9016824","football-use"
"IND","Football-use","Bhopal","TT Nagar Stadium",20000,"-","-",23.2341692,77.3938419,"23.2341692:77.3938419","football-use"
"IND","Football-use","Mandya","Visvesvaraya Stadium",20000,"-","-",-2.53043005,140.723485001323,"-2.53043005:140.723485001323","football-use"
"IND","Kings XI Punjab","Dharamsala","HPCA Stadium",19979,"2003","all-seater",32.19677105,76.3257750248739,"32.19677105:76.3257750248739","kings-xi-punjab"
"IND","Sporting Clube de Goa","Margao","Fatorda Stadium",19800,"1989","all-seater",15.2893674,73.9623481214152,"15.2893674:73.9623481214152","sporting-clube-de-goa"
"IND","FC Goa","Margao","Fatorda Stadium",19800,"1989","all-seater",0,0,"0:0","fc-goa"
"IND","Madhya Pradesh","Gwalior","Roop Singh Stadium",18000,"1986","all-seater",26.21064145,78.1836173054996,"26.21064145:78.1836173054996","madhya-pradesh"
"IND","Tollygunge Agragami","Kolkata","Rabindra Sarobar Stadium",18000,"1961","all-seater",22.5117237,88.3522672002166,"22.5117237:88.3522672002166","tollygunge-agragami"
"IND","Football-use","Jalandhar","Sri Guru Gobind Singh",17000,"-","all-seater",31.31310325,75.5814693970455,"31.31310325:75.5814693970455","football-use"
"IND","Multi-use","New Delhi","Chattarsal Stadium",16000,"-","-",28.70399645,77.1873665439603,"28.70399645:77.1873665439603","multi-use"
"IND","Guwahati FC","Guwahati","Nehru Stadium",15000,"1962","-",0,0,"0:0","guwahati-fc"
"IND","Vasco SC","Vasco da Gama","Tilak Maidan Stadium",15000,"-","-",15.4006745,73.8152074842528,"15.4006745:73.8152074842528","vasco-sc"
"IND","Salgaocar SC","Vasco da Gama","Tilak Maidan Stadium",15000,"-","-",0,0,"0:0","salgaocar-sc"
"IND","Bengaluru FC","Bengaluru","Bengaluru Football Stadium",15000,"-","all-seater",12.9689354,77.6114720364674,"12.9689354:77.6114720364674","bengaluru-fc"
"IND","South United","Bengaluru","Bengaluru Football Stadium",15000,"-","all-seater",0,0,"0:0","south-united"
"IND","KGF Academy","Bengaluru","Bengaluru Football Stadium",15000,"-","all-seater",0,0,"0:0","kgf-academy"
"IND","Football-use","Kannauj","Saifai Stadium",15000,"-","-",27.0514156,79.9136731,"27.0514156:79.9136731","football-use"
"IND","Tripura","Agartala","Polytechnic Institute Ground",15000,"-","-",23.831457,91.2867777,"23.831457:91.2867777","tripura"
"IND","Football-use","Thrissur","TMC Stadium",15000,"-","-",3.06566855,101.497689560794,"3.06566855:101.497689560794","football-use"
"IND","Minerva Academy FC","Ludhiana","Guru Nanak Stadium",15000,"2001","-",30.9107785,75.8452172092894,"30.9107785:75.8452172092894","minerva-academy-fc"
"IND","Rajkot Cricket","Rajkot","Madhavrao Scindia Ground",15000,"-","-",22.3038945,70.8021599,"22.3038945:70.8021599","rajkot-cricket"
"IND","Multi-use","Vadodara","IPCL Sports Complex",15000,"-","-",22.3071588,73.1812187,"22.3071588:73.1812187","multi-use"
"IND","Mohammedan SC","Kolkata","Moh. Sporting Ground",15000,"-","-",22.56240685,88.3459637410336,"22.56240685:88.3459637410336","mohammedan-sc"
"IND","Football-use","Jabalpur","Ravi Shankar Shukla Stadium",15000,"-","-",23.1646012,79.9271405,"23.1646012:79.9271405","football-use"
"IND","Howrah Rugby Crows","Howrah","Sailen Manna Stadium",15000,"-","-",22.5957689,88.2636394,"22.5957689:88.2636394","howrah-rugby-crows"
"IND","Odisha Hockey Team","Rourkela","Biju Patnaik Hockey Stadium",15000,"-","-",22.2460619,84.8645191252251,"22.2460619:84.8645191252251","odisha-hockey-team"
"IND","Football-use","Siwan","Rajendra Stadium",15000,"-","-",25.7793102,84.7359596,"25.7793102:84.7359596","football-use"
"IND","Multi-use","Balaghat","Mulna Stadium",15000,"-","-",7.2791058,80.7093666789862,"7.2791058:80.7093666789862","multi-use"
"IND","Football-use","Jamshedpur","Sumant Moolgaokar Stadium",15000,"-","-",22.8045665,86.2028754,"22.8045665:86.2028754","football-use"
"IND","Pune FC","Pune","Shiv Chhatrapati Stadium",12000,"1995","all-seater",18.6185417,73.7626266,"18.6185417:73.7626266","pune-fc"
"IND","FC Pune City","Pune","Shiv Chhatrapati Stadium",12000,"1995","all-seater",0,0,"0:0","fc-pune-city"
"IND","DSK Shivajians FC","Pune","Shiv Chhatrapati Stadium",12000,"1995","all-seater",0,0,"0:0","dsk-shivajians-fc"
"IND","Pune Marathas","Pune","Shiv Chhatrapati Stadium",12000,"1995","all-seater",0,0,"0:0","pune-marathas"
"IND","Amity United FC","Gurgaon","Devi Lal Stadium",12000,"-","-",28.4406249,77.0362375679219,"28.4406249:77.0362375679219","amity-united-fc"
"IND","Football-use","Kolkata","Kishore Bharti Krirangan",12000,"-","-",22.56906035,88.4090200930084,"22.56906035:88.4090200930084","football-use"
"IND","Oil India Ltd.","Duliajan","Oil India Ground",10000,"-","-",27.355045,95.3218521984093,"27.355045:95.3218521984093","oil-india-ltd"
"IND","Uttar Pradesh Wizards","Lucknow","D.C. Astroturf Stadium",10000,"-","all-seater",26.8466937,80.946166,"26.8466937:80.946166","uttar-pradesh-wizards"
"IND","Multi-use","Rourkela","Ispat Stadium",10000,"-","-",22.24703595,84.8622311622545,"22.24703595:84.8622311622545","multi-use"
"IND","Multi-use","Jaipur","Chaugan Stadium",10000,"-","-",26.8942621,75.8029142886384,"26.8942621:75.8029142886384","multi-use"
"IND","Multi-use","Allahabad","M. Mohan Malaviya Stadium",10000,"-","-",25.45226595,81.8477221713818,"25.45226595:81.8477221713818","multi-use"
"IND","Multi-use","Guntur","Brahmananda Reddy Stadium",10000,"-","-",16.2907963,80.4541016,"16.2907963:80.4541016","multi-use"
"IND","Multi-use","Nagaon","Nurul Amin Stadium",10000,"-","-",26.3504621,92.6844095,"26.3504621:92.6844095","multi-use"
"IND","Multi-use","Darbhanga","Dr. Nagendra Jha Stadium",10000,"-","-",26.111868,85.896004,"26.111868:85.896004","multi-use"
"IND","Multi-use","Rajnandgaon","Digvijay Stadium",10000,"-","-",21.09480065,81.0206845041065,"21.09480065:81.0206845041065","multi-use"
"IND","Football-use","Kapurthala","Guru Nanak Stadium",10000,"-","-",0,0,"0:0","football-use"
"IND","Football-use","Patiala","Dhruv Pandove Stadium",10000,"-","-",30.3397809,76.3868797,"30.3397809:76.3868797","football-use"
"IND","Football-use","Bardhaman","Sri Aurobindo Stadium",10000,"-","-",23.2324214,87.8614793,"23.2324214:87.8614793","football-use"
"IND","Multi-use","Madurai","MGR Race Course Stadium",10000,"-","-",9.9252007,78.1197754,"9.9252007:78.1197754","multi-use"
"IND","Football-use","Neemuch","Dr. Rajendra Prasad Stadium",10000,"-","-",24.4595285,74.8622265,"24.4595285:74.8622265","football-use"
"IND","Multi-use","Sigra","Dr. Sampurnanand Stadium",10000,"-","-",40.5104334,-75.779898062634,"40.5104334:-75.779898062634","multi-use"
"IND","Multi-use","Bathinda","Bathinda Sports Stadium",10000,"-","-",25.31711225,51.5121775969101,"25.31711225:51.5121775969101","multi-use"
"IND","Multi-use","Varanasi","Dr. Sampurnanand Stadium",10000,"-","-",0,0,"0:0","multi-use"
"IND","Multi-use","Udaipur","Gandhi Ground",10000,"-","-",24.5926291,73.6891746460327,"24.5926291:73.6891746460327","multi-use"
"IND","Football-use","Jorethang","Jorethang Ground",10000,"-","-",27.13107375,88.2833687479455,"27.13107375:88.2833687479455","football-use"
"IND","Football-use","Kalimpong","Mela Ground",10000,"-","-",29.16345835,75.7471515984313,"29.16345835:75.7471515984313","football-use"
"IDN","National Stadium","Jakarta","Bung Karno Stadium",88083,"1962","all-seater",-6.2186532,106.7985449,"-6.2186532:106.7985449","national-stadium"
"IDN","Persija Jakarta","Jakarta","Bung Karno Stadium",88083,"1962","all-seater",0,0,"0:0","persija-jakarta"
"IDN","PP Samarinda","Samarinda","Palaran Stadium",60000,"2008","all-seater",-0.5703698,117.152650692578,"-0.5703698:117.152650692578","pp-samarinda"
"IDN","Persebaya Surabaya","Surabaya","Bung Tomo Stadium",55000,"2010","all-seater",-7.2914184,112.7478829,"-7.2914184:112.7478829","persebaya-surabaya"
"IDN","Football-use","Pekanbaru","Riau Main Stadium",43923,"2012","all-seater",0.5070677,101.4477793,"0.5070677:101.4477793","football-use"
"IDN","Arema Malang","Malang","Kanjuruhan Stadium",40210,"2004","all-seater",-8.1503429,112.573991,"-8.1503429:112.573991","arema-malang"
"IDN","Sriwijaya FC","Palembang","Jakabaring Stadium",40000,"2004","all-seater",-3.04760385,104.787376056591,"-3.04760385:104.787376056591","sriwijaya-fc"
"IDN","Persikab Bandung","Bandung","Jalak Harupat Soreang",40000,"-","all-seater",-7.0035511,107.5524009,"-7.0035511:107.5524009","persikab-bandung"
"IDN","Persib Bandung","Bandung","Jalak Harupat Soreang",40000,"-","all-seater",0,0,"0:0","persib-bandung"
"IDN","Pelita Bandung Raya","Bandung","Jalak Harupat Soreang",40000,"-","all-seater",0,0,"0:0","pelita-bandung-raya"
"IDN","Football-use","Bandung","Gelora Bandung Lautan Api",38000,"2013","all-seater",-6.9341703,107.6065449,"-6.9341703:107.6065449","football-use"
"IDN","DP Sidoardjo","Sidoardjo","Gelora Delta Stadium",35000,"-","all-seater",-7.4476627,112.705763640962,"-7.4476627:112.705763640962","dp-sidoardjo"
"IDN","MK Tenggarong","Tenggarong","Perjiwa Stadium",35000,"-","all-seater",-0.4109999,117.0281,"-0.4109999:117.0281","mk-tenggarong"
"IDN","Persikabo Bogor","Cibinong","Stadion Pakansari",30000,"2014","all-seater",-6.495104,106.833430106094,"-6.495104:106.833430106094","persikabo-bogor"
"IDN","Persiba Bantul","Bantul","Sultan Agung Stadium",30000,"-","all-seater",-7.87519665,110.3802787,"-7.87519665:110.3802787","persiba-bantul"
"IDN","Persebaya Surabaya","Surabaya","10 November Stadium",30000,"-","all-seater",-7.25192415,112.75615964139,"-7.25192415:112.75615964139","persebaya-surabaya"
"IDN","PS Makassar","Makassar","Mattoangin Stadium",30000,"-","all-seater",-5.1476651,119.4327314,"-5.1476651:119.4327314","ps-makassar"
"IDN","PS Sleman","Sleman","Maguwoharjo Stadium",30000,"2005","all-seater",-7.7745824,110.429686514035,"-7.7745824:110.429686514035","ps-sleman"
"IDN","PSIM Yogyakarta","Yogyakarta","Mandala Krida Stadium",30000,"-","all-seater",-7.79591815,110.384316698139,"-7.79591815:110.384316698139","psim-yogyakarta"
"IDN","Persipura Jayapura","Jayapura","Mandala Jayapura Stadium",30000,"-","all-seater",-2.53043005,140.723485001323,"-2.53043005:140.723485001323","persipura-jayapura"
"IDN","Football-use","Sertajaya","Wibawa Mukti Stadium",30000,"2016","all-seater",NA,NA,"NA:NA","football-use"
"IDN","Persiraja Banda Aceh","Banda Aceh","Harapan Bangsa Stadium",25000,"-","all-seater",5.5227669,95.3238552221195,"5.5227669:95.3238552221195","persiraja-banda-aceh"
"IDN","Persegres Gresik","Gresik","Tri Dharma Stadium",25000,"-","all-seater",-7.1652437,112.6519882,"-7.1652437:112.6519882","persegres-gresik"
"IDN","Persegi Gianyar","Gianyar","Kapten i Wayan Dipta Stadium",25000,"-","all-seater",-8.5468526,115.306510326349,"-8.5468526:115.306510326349","persegi-gianyar"
"IDN","Football-use","Bontang","Taman Prestasi Stadium",25000,"-","all-seater",0.0601249,117.450048721092,"0.0601249:117.450048721092","football-use"
"IDN","Persija Jakarta","Jakarta","Wilis Stadium",25000,"-","all-seater",39.65003035,-79.9550044877265,"39.65003035:-79.9550044877265","persija-jakarta"
"IDN","PJ Karawang","Karawang","Singaperbangsa Stadium",25000,"-","all-seater",-6.32316925,107.306533558959,"-6.32316925:107.306533558959","pj-karawang"
"IDN","Football-use","Ambon","Pattimura Stadium",25000,"-","all-seater",-3.6957969,128.1845797,"-3.6957969:128.1845797","football-use"
"IDN","Persis Solo","Solo","Manahan Stadium",24000,"-","all-seater",-7.55539755,110.806454075757,"-7.55539755:110.806454075757","persis-solo"
"IDN","PSIS Semarang","Semarang","Jatidiri Stadium",21000,"-","all-seater",-6.9766502,110.302003490094,"-6.9766502:110.302003490094","psis-semarang"
"IDN","Persijap Jepara","Jepara","Bumi Kartini Stadium",20000,"-","all-seater",-6.5804981,110.6789833,"-6.5804981:110.6789833","persijap-jepara"
"IDN","Persita Tangerang","Tangerang","Benteng Stadium",20000,"-","all-seater",-6.17402015,106.638928280227,"-6.17402015:106.638928280227","persita-tangerang"
"IDN","Persema Malang","Malang","Gajayana Stadium",20000,"-","all-seater",-7.97556085,112.624974662873,"-7.97556085:112.624974662873","persema-malang"
"IDN","PS Palembang","Palembang","Bumi Sriwijaya Stadium",20000,"-","all-seater",-2.9775148,104.74384640535,"-2.9775148:104.74384640535","ps-palembang"
"IDN","PS Pekanbaru","Pekanbaru","Rumbai Stadium",20000,"-","all-seater",0.5710554,101.4321688,"0.5710554:101.4321688","ps-pekanbaru"
"IDN","PP Samarinda","Samarinda","Segiri Stadium",20000,"-","all-seater",-0.49302705,117.149327691219,"-0.49302705:117.149327691219","pp-samarinda"
"IDN","Mitra Kukar","Tenggarong","Rondong Demang Stadium",20000,"-","all-seater",NA,NA,"NA:NA","mitra-kukar"
"IDN","Multi-use","Jakarta","Madya Stadium",20000,"2004","all-seater",-6.1570233,106.7840293,"-6.1570233:106.7840293","multi-use"
"IDN","PS Bandur Lampung","Bandar Lampung","Pahoman Stadium",20000,"-","all-seater",-5.4146724,105.2650949,"-5.4146724:105.2650949","ps-bandur-lampung"
"IDN","PSID Jombang","Jombang","Jombang Stadium",20000,"-","all-seater",-7.53953485,112.2460770786,"-7.53953485:112.2460770786","psid-jombang"
"IDN","PS Lhokseumawe","Lhokseumawe","Tunas Bangsa Stadium",20000,"1996","all-seater",5.17422185,97.137866436255,"5.17422185:97.137866436255","ps-lhokseumawe"
"IDN","Persedikab Kediri","Kediri","Canda Bhirawa Stadium",18000,"-","all-seater",-7.8480156,112.0178286,"-7.8480156:112.0178286","persedikab-kediri"
"IDN","Aspac Jakarta","Jakarta","Istora Senayan",15000,"1962","all-seater",-6.2205246,106.8067471,"-6.2205246:106.8067471","aspac-jakarta"
"IDN","Persitara/PSJS","Jakarta","Lebak Bulus Stadium",15000,"-","all-seater",-6.29610855,106.777611260077,"-6.29610855:106.777611260077","persitara/psjs"
"IDN","Persib Maung","Bandung","Siliwangi Stadium",15000,"-","all-seater",-6.89060775,107.610327688167,"-6.89060775:107.610327688167","persib-maung"
"IDN","Football-use","Bone","La Patau Stadium",15000,"-","all-seater",41.5977356,2.1742061,"41.5977356:2.1742061","football-use"
"IDN","Persiba Balikpapan","Balikpapan","Persiba Stadium",15000,"-","all-seater",-1.2379274,116.8528526,"-1.2379274:116.8528526","persiba-balikpapan"
"IDN","Barito Putra","Banjarmasin","17 Mei Stadium",15000,"-","all-seater",-3.31705885,114.580104025598,"-3.31705885:114.580104025598","barito-putra"
"IDN","Persekaban Banjarmasin","Banjarmasin","17 Mei Stadium",15000,"-","all-seater",0,0,"0:0","persekaban-banjarmasin"
"IDN","Persibat Batang","Batang","Gelora Batang Stadium",15000,"-","all-seater",-7.2962416,112.729014353435,"-7.2962416:112.729014353435","persibat-batang"
"IDN","PS Deli Serdang","Deli Serdang","Baharuddin Siregar Stadium",15000,"-","all-seater",NA,NA,"NA:NA","ps-deli-serdang"
"IDN","Perseden Denpasar","Denpasar","Ngurah Rai Stadium",15000,"-","all-seater",-8.6504801,115.2228821,"-8.6504801:115.2228821","perseden-denpasar"
"IDN","Persekaba Badung","Denpasar","Ngurah Rai Stadium",15000,"-","all-seater",0,0,"0:0","persekaba-badung"
"IDN","Football-use","Jakarta","Bea Cukai Rawamangun",15000,"-","all-seater",-6.20231675,106.879748782001,"-6.20231675:106.879748782001","football-use"
"IDN","Persmin Tondano","Tondano","Maesa Stadium",15000,"-","all-seater",1.3167217,124.9135272797,"1.3167217:124.9135272797","persmin-tondano"
"IDN","Perserang Serang","Serang","Maulana Yusuf Stadium",15000,"-","all-seater",-6.1103661,106.1639749,"-6.1103661:106.1639749","perserang-serang"
"IDN","Persiter Ternate","Ternate","Gelora Kieraha Stadium",15000,"-","all-seater",0.7898868,127.3753792,"0.7898868:127.3753792","persiter-ternate"
"IDN","Medan Jaya","Medan","Teladan Stadium",15000,"-","all-seater",17.4120071,78.4860676253156,"17.4120071:78.4860676253156","medan-jaya"
"IDN","Persidafon Jayapura","Jayapura","Barnabas Youwe Stadium",15000,"-","all-seater",-2.5916025,140.6689995,"-2.5916025:140.6689995","persidafon-jayapura"
"IDN","PSSB Bireun","Bireun","Cot Gapu Stadium",15000,"-","all-seater",5.1951627,96.6798764,"5.1951627:96.6798764","pssb-bireun"
"IDN","Persijap Jepara","Jepara","Kamal Djunaedi Stadium",15000,"-","all-seater",-6.5804981,110.6789833,"-6.5804981:110.6789833","persijap-jepara"
"IDN","PS Bengkulu","Bengkulu","Semarak Stadium",15000,"-","all-seater",-3.7649277,102.2973855,"-3.7649277:102.2973855","ps-bengkulu"
"IDN","Persisam Putra","K. Timur","Madya Sempaja Stadium",15000,"-","all-seater",-0.4532819,117.1532338,"-0.4532819:117.1532338","persisam-putra"
"IDN","PSBS Biak Numfor","Biak Numfor","Cendrawasih Stadium",15000,"1980","all-seater",3.8126953,103.3231655,"3.8126953:103.3231655","psbs-biak-numfor"
"IDN","Madura United","Pamekasan","Gelora Bangkalan Stadium",15000,"2012","all-seater",-7.154249,113.4739105,"-7.154249:113.4739105","madura-united"
"IDN","Persiwa Wamena","Wamena","Pendidikan Stadium",15000,"-","all-seater",42.83709875,-91.79592695,"42.83709875:-91.79592695","persiwa-wamena"
"IDN","Persela Lamongan","Lamongan","Surajaya Stadium",12500,"-","all-seater",-7.2502579,112.7296239,"-7.2502579:112.7296239","persela-lamongan"
"IDN","Football-use","Jakarta","Kuningan Stadium",12000,"-","all-seater",-6.23418985,106.820495613928,"-6.23418985:106.820495613928","football-use"
"IDN","Football-use","Bandung","Sangkuriang Stadium",12000,"-","all-seater",13.74224005,106.982433458245,"13.74224005:106.982433458245","football-use"
"IDN","Pupuk Kaltim","Bontang","Mulawarman Stadium",12000,"-","all-seater",0.1414862,117.4950424,"0.1414862:117.4950424","pupuk-kaltim"
"IDN","PKS Cilegon","Cilegon","Krakatau Steel Stadium",12000,"-","all-seater",-5.9960957,106.0396302,"-5.9960957:106.0396302","pks-cilegon"
"IDN","PS Kota Cimahi","Kota Cimahi","Sangkuriang Stadium",12000,"-","all-seater",0,0,"0:0","ps-kota-cimahi"
"IDN","Persim Maros","Maros","Merdeka Stadium",12000,"-","all-seater",3.13934975,101.70075087849,"3.13934975:101.70075087849","persim-maros"
"IDN","PS Sleman","Sleman","Tridadi Stadium",12000,"-","all-seater",-7.71959165,110.358689895714,"-7.71959165:110.358689895714","ps-sleman"
"IDN","PS Bogor","Bogor","Pajajaran Stadium",12000,"-","all-seater",-6.61849625,106.824652293015,"-6.61849625:106.824652293015","ps-bogor"
"IDN","Persipur Purwodadi","Purwodadi","Krida Bhakti Stadium",12000,"-","all-seater",-7.0872117,110.9134113,"-7.0872117:110.9134113","persipur-purwodadi"
"IDN","Semen Padang FC","Indarung","Haji Agus Salim Stadium",10000,"-","all-seater",NA,NA,"NA:NA","semen-padang-fc"
"IDN","Persma Manado","Manado","Klabat Stadium",10000,"-","all-seater",29.5779425,-97.9449065217931,"29.5779425:-97.9449065217931","persma-manado"
"IDN","PSTK Tarakan","Tarakan","Ratu Adil Stadium",10000,"-","all-seater",NA,NA,"NA:NA","pstk-tarakan"
"IDN","Persikabo Bogor","Bogor","Persikabo Stadium",10000,"-","all-seater",-6.4764788,106.825238795529,"-6.4764788:106.825238795529","persikabo-bogor"
"IDN","Persibo Bojonegoro","Bojonegoro","Letjen Haji Sudirman",10000,"-","all-seater",NA,NA,"NA:NA","persibo-bojonegoro"
"IDN","Persibom B. Mongondow","B. Mongondow","Ambang Stadium",10000,"-","all-seater",3.0137987,101.4136442,"3.0137987:101.4136442","persibom-b-mongondow"
"IDN","PSGC Ciamis","Ciamis","Galuh Stadium",10000,"-","all-seater",-7.3286875,108.3524626,"-7.3286875:108.3524626","psgc-ciamis"
"IDN","Persemai Dumai","Dumai","Bukit Jin Stadium",10000,"-","all-seater",1.6666349,101.4001855,"1.6666349:101.4001855","persemai-dumai"
"IDN","Persigar Garut","Garut","Jayaraga Stadium",10000,"-","all-seater",-26.23186305,27.9228589918092,"-26.23186305:27.9228589918092","persigar-garut"
"IDN","Persigo Gorontalo","Gorontalo","Merdeka Stadium",10000,"-","all-seater",0,0,"0:0","persigo-gorontalo"
"IDN","Persid Jember","Jember","Notohadinegoro Stadium",10000,"-","all-seater",NA,NA,"NA:NA","persid-jember"
"IDN","Persik Kediri","Kediri","Brawijaya Stadium",10000,"-","all-seater",-7.8137703,112.0108295,"-7.8137703:112.0108295","persik-kediri"
"IDN","Persikomet KML","Kota Metro L.","Tejosari Stadium",10000,"-","all-seater",NA,NA,"NA:NA","persikomet-kml"
"IDN","Persiku Kudus","Kudus","Wergu Wetan Stadium",10000,"-","all-seater",NA,NA,"NA:NA","persiku-kudus"
"IDN","Pesik Kuningan","Kuningan","Mashud Wisnusaputra",10000,"-","all-seater",NA,NA,"NA:NA","pesik-kuningan"
"IDN","Football-use","Kupang","Merdeka Stadium",10000,"-","all-seater",0,0,"0:0","football-use"
"IDN","P Kutai Barat","Kutai Barat","Sendawar Stadium",10000,"-","all-seater",-0.2357595,115.706354452824,"-0.2357595:115.706354452824","p-kutai-barat"
"IDN","P Kutai Timur","Kutai Timur","Sangatta Stadium",10000,"-","all-seater",0.4963495,117.5266013,"0.4963495:117.5266013","p-kutai-timur"
"IDN","Perseman Manokwari","Manokwari","Sanggeng Stadium",10000,"-","all-seater",-0.864254,134.063755748261,"-0.864254:134.063755748261","perseman-manokwari"
"IDN","Persehan Marabahan","Marabahan","Lapangan 7 Desember",10000,"-","all-seater",NA,NA,"NA:NA","persehan-marabahan"
"IDN","PS Mojokerto","Mojokerto","Gajahmada Mojosari",10000,"-","all-seater",-7.5117735,112.5483021,"-7.5117735:112.5483021","ps-mojokerto"
"IDN","PSKP Sidempuan","P. Sidempuan","Naposo Stadium",10000,"-","all-seater",NA,NA,"NA:NA","pskp-sidempuan"
"IDN","Persepan Pagatan","Pagatan","25 Nopember Stadium",10000,"-","all-seater",NA,NA,"NA:NA","persepan-pagatan"
"IDN","Persipas Pasir","Pasir","Tanah Grogot Stadium",10000,"-","all-seater",-1.9027749,116.18928245,"-1.9027749:116.18928245","persipas-pasir"
"IDN","Persekabpas Pasuruan","Pasuruan","Pogar Bangil Stadium",10000,"-","all-seater",-7.6469193,112.8999225,"-7.6469193:112.8999225","persekabpas-pasuruan"
"IDN","Persipon Pontianak","Pontianak","SSA Stadium",10000,"-","all-seater",51.5745735,0.6016546,"51.5745735:0.6016546","persipon-pontianak"
"IDN","Persipro Probolinggo","Probolinggo","Bayu Angga Stadium",10000,"-","all-seater",-7.7764226,113.2037131,"-7.7764226:113.2037131","persipro-probolinggo"
"IDN","Perseran Rantau","Rantau","Datu Muning Stadium",10000,"-","all-seater",-2.9339403,115.167204797437,"-2.9339403:115.167204797437","perseran-rantau"
"IDN","Football-use","Jakarta","Kamal Stadium",10000,"-","all-seater",-6.09597275,106.72212023269,"-6.09597275:106.72212023269","football-use"
"IDN","Gaspa Palopo","Kota Palopo","Lagaligo Stadium",10000,"-","all-seater",NA,NA,"NA:NA","gaspa-palopo"
"IDN","Persitara J. Utara","Jakarta","Kamal Muara Stadium",10000,"-","all-seater",-6.09597275,106.72212023269,"-6.09597275:106.72212023269","persitara-j-utara"
"IDN","Pelita Jaya","Purwakarta","Punawarman Stadium",10000,"-","all-seater",-6.5406665,107.4462717,"-6.5406665:107.4462717","pelita-jaya"
"IDN","Perseru Serui","Serui","Marora Stadium",10000,"-","all-seater",44.78322025,20.4646750508839,"44.78322025:20.4646750508839","perseru-serui"
"IRN","National Stadium","Tehran","Azadi Stadium",84412,"1971","all-seater",35.7244962,51.2755487215759,"35.7244962:51.2755487215759","national-stadium"
"IRN","FC Perspolis","Tehran","Azadi Stadium",84412,"1971","all-seater",0,0,"0:0","fc-perspolis"
"IRN","Esteghlal FC","Tehran","Azadi Stadium",84412,"1971","all-seater",0,0,"0:0","esteghlal-fc"
"IRN","Tractor Club","Tabriz","Yadegar e Emam Stadium",80451,"1996","all-seater",38.02677515,46.2960374534368,"38.02677515:46.2960374534368","tractor-club"
"IRN","Shahrdari Tabriz FC","Tabriz","Yadegar e Emam Stadium",80451,"1996","all-seater",0,0,"0:0","shahrdari-tabriz-fc"
