"code","team","city","name","capacity","built","seat","lat","lon","lonlat","unique.team"
"AFG","National Stadium","Kabul","National Stadium",25000,"-","-",-33.4645423,-70.6106408261617,"-33.4645423:-70.6106408261617","national-stadium"
"AFG","Maiwand Kabul FC","Kabul","National Stadium",25000,"-","-",0,0,"0:0","maiwand-kabul-fc"
"AFG","Ordu Kabul FC","Kabul","Melat Stadium",10000,"-","-",-8.7130771,116.40689626153,"-8.7130771:116.40689626153","ordu-kabul-fc"
"AFG","Hakim Sanayi Kabul FC","Kabul","Hakim Sanayi Stadium",10000,"-","-",34.5553494,69.207486,"34.5553494:69.207486","hakim-sanayi-kabul-fc"
"ALB","National Stadium","Tirana","Stadiumi Qemal Stafa",19600,"-","all-seater",41.31824655,19.8240504519981,"41.31824655:19.8240504519981","national-stadium"
"ALB","Vllaznia Shkoder","Shkoder","Stadiumi Loro Boriçi",16000,"2001","all-seater",42.06999735,19.5065695315268,"42.06999735:19.5065695315268","vllaznia-shkoder"
"ALB","SK Elbasani","Elbasan","Elbasan Arena",15000,"2014","all-seater",41.1159505,20.0919420874373,"41.1159505:20.0919420874373","sk-elbasani"
"ALB","Tomori Berat","Berat","Stadiumi Tomori",14500,"-","-",40.6990081,19.9644139546989,"40.6990081:19.9644139546989","tomori-berat"
"ALB","Dinamo Tirana","Tirana","Stadiumi Selman Stërmasi",12500,"-","-",41.3190845,19.8113018,"41.3190845:19.8113018","dinamo-tirana"
"ALB","Partizan Tirana","Tirana","Stadiumi Selman Stërmasi",12500,"-","-",0,0,"0:0","partizan-tirana"
"ALB","SK Tirana","Tirana","Stadiumi Selman Stërmasi",12500,"-","-",0,0,"0:0","sk-tirana"
"ALB","Skenderbeu Korçe","Korçe","Stadiumi Skenderbeu",12000,"-","all-seater",40.62616,20.7828795786576,"40.62616:20.7828795786576","skenderbeu-korçe"
"ALB","Lushnja","Lushnja","Stadiumi Roza Haxhiu",12000,"-","-",40.9355764,19.709842985996,"40.9355764:19.709842985996","lushnja"
"ALB","Teuta Durres","Durres","Stadiumi Niko Dovana",12000,"-","-",41.3259952,19.4498673080439,"41.3259952:19.4498673080439","teuta-durres"
"ALB","Flamurtari Vlore","Vlore","Stadiumi Flamurtari",8500,"-","-",40.45571225,19.4887869464073,"40.45571225:19.4887869464073","flamurtari-vlore"
"ALB","Shqiponja Gjirokaster","Gjirokaster","Stadiumi Subi Bakiri",8400,"-","-",40.0811813,20.1380122255974,"40.0811813:20.1380122255974","shqiponja-gjirokaster"
"ALB","Besa Kavaje","Kavaje","Stadiumi Besa",8000,"-","-",41.1883409,19.5533296856011,"41.1883409:19.5533296856011","besa-kavaje"
"ALB","Bylis Ballsh","Bylis","Stadiumi Agush Muça",6500,"-","-",NA,NA,"NA:NA","bylis-ballsh"
"ALB","Apolonia Fier","Fier","Stadiumi Loni Papuçiu",6000,"-","-",40.72085535,19.5520061617035,"40.72085535:19.5520061617035","apolonia-fier"
"ALB","Shkumbini Peqin","Peqin","Stadiumi Peqin",6000,"-","-",41.04194045,19.7521219878146,"41.04194045:19.7521219878146","shkumbini-peqin"
"ALB","FK Kukesi","Kukes","Stadiumi Zeqir Ymeri",6000,"-","-",42.0790967,20.42027745,"42.0790967:20.42027745","fk-kukesi"
"ALB","Albpetrol Patos","Patos","Stadiumi Alush Noga",5000,"-","-",NA,NA,"NA:NA","albpetrol-patos"
"ALB","Laci","Laci","Stadiumi Laci",5000,"-","-",41.93395205,12.4547230745272,"41.93395205:12.4547230745272","laci"
"ALB","Beselidhja Lezhe","Lezhe","Stadiumi Beselidhja",5000,"-","-",41.7759772,19.6447609965673,"41.7759772:19.6447609965673","beselidhja-lezhe"
"ALB","Erzeni Shijak","Shijak","Stadiumi Teufik Jashari",4000,"-","-",41.3456784,19.5556895955275,"41.3456784:19.5556895955275","erzeni-shijak"
"ALB","Albania Tabak Librazhd","Librazhd","Stadiumi Sopoti",3000,"-","-",41.048126,20.3079958,"41.048126:20.3079958","albania-tabak-librazhd"
"DZA","National Stadium","Algiers","Stade 5 Juillet 1962",64000,"1976","all-seater",36.75951425,2.99541222072309,"36.75951425:2.99541222072309","national-stadium"
"DZA","MC Alger","Algiers","Stade 5 Juillet 1962",64000,"1976","all-seater",0,0,"0:0","mc-alger"
"DZA","USM Annaba","Annaba","Stade 19 Mai 1956",50000,"-","all-seater",36.8858603,7.73307472743826,"36.8858603:7.73307472743826","usm-annaba"
"DZA","USM Bel Abbès","Sidi Bel Abbès","Stade 24 Février 1956",45000,"-","-",35.1851517,-0.622006172763713,"35.1851517:-0.622006172763713","usm-bel-abbès"
"DZA","CS/MO Constantine","Constantine","Stade Mohamed-Hamlaoui",45000,"1973","all-seater",36.3493401,6.62596235642723,"36.3493401:6.62596235642723","cs/mo-constantine"
"DZA","JS Djijel","Jijel","Stade Rouibah Hocine",40000,"-","-",36.8109348,5.7428260847934,"36.8109348:5.7428260847934","js-djijel"
"DZA","USM Blida","Blida","Stade Moustapha Tchaker",37000,"-","-",36.4908344,2.84701303113845,"36.4908344:2.84701303113845","usm-blida"
"DZA","MC Saida","Saida","Stade Olympique",35000,"-","-",35.8235054,10.6126357250745,"35.8235054:10.6126357250745","mc-saida"
"DZA","MC Oran","Oran","Stade Ahmed Zabana",32000,"-","-",35.683357,-0.636515509833405,"35.683357:-0.636515509833405","mc-oran"
"DZA","JSM Tiaret","Tiaret","Stade Ahmed-Kaïd",30000,"-","-",35.36224835,1.33089956031871,"35.36224835:1.33089956031871","jsm-tiaret"
"DZA","RC Relizane","Relizane","Stade Tahar Zoughari",30000,"-","-",35.7327357,0.544970037988309,"35.7327357:0.544970037988309","rc-relizane"
"DZA","MC El Eulma","El Eulma","Stade Messaoud Zougar",25000,"-","-",36.14430605,5.72252499675445,"36.14430605:5.72252499675445","mc-el-eulma"
"DZA","ES Sétif","Sétif","Stade 8 Mai 1945",25000,"-","-",36.18719715,5.39317442976762,"36.18719715:5.39317442976762","es-sétif"
"DZA","GC Mascara","Mascara","Stade Unité Africaine",22000,"-","-",35.38826155,0.159165979755923,"35.38826155:0.159165979755923","gc-mascara"
"DZA","CA Batna","Batna","Stade 1er Novembre",20000,"1979","-",35.55731635,6.18793385179753,"35.55731635:6.18793385179753","ca-batna"
"DZA","JS Kabylie","Tizi-Ouzou","Stade 1er Novembre",20000,"-","-",0,0,"0:0","js-kabylie"
"DZA","ASM Oran","Oran","Stade Habib Bouakeul",20000,"-","-",35.67920395,-0.675684579567575,"35.67920395:-0.675684579567575","asm-oran"
"DZA","JS Saoura","Béchar","Stade 20 Août 1955",20000,"-","-",36.7453223,3.07817611632254,"36.7453223:3.07817611632254","js-saoura"
"DZA","JSM Skikda","Skikda","Stade 20 Août 1955",20000,"-","-",0,0,"0:0","jsm-skikda"
"DZA","WA Tlemcen","Tlemcen","Stade Akit Lotfi",18000,"-","-",35.7455779,-0.5685617,"35.7455779:-0.5685617","wa-tlemcen"
"DZA","MO/JSM Béjaïa","Béjaïa","Stade de l'Unité Maghrébine",18000,"-","-",36.74937935,5.04626503347939,"36.74937935:5.04626503347939","mo/jsm-béjaïa"
"DZA","ASO Chlef","Chlef","Stade Boumezrag Mohamed",18000,"-","-",36.16153035,1.3087470002753,"36.16153035:1.3087470002753","aso-chlef"
"DZA","MC/USM Alger","Algiers","Stade Omar Hamadi",17500,"-","-",36.8009653,3.0481810052731,"36.8009653:3.0481810052731","mc/usm-alger"
"DZA","CR Belouizdad","Algiers","Stade 20 Août 1955",15000,"-","-",0,0,"0:0","cr-belouizdad"
"DZA","CA Bordj Bou Arreridj","Bordj Bou Arreridj","Stade du 20 Août 1955",15000,"-","all-seater",36.069335,4.78611111957289,"36.069335:4.78611111957289","ca-bordj-bou-arreridj"
"DZA","ES Mostaganem","Mostaganem","Stade Mohamed-Bensaïd",15000,"-","-",35.9305198,0.0826741,"35.9305198:0.0826741","es-mostaganem"
"DZA","ES Guelma","Guelma","Stade Souidani-Boudjemaa",15000,"1986","-",36.4687851,7.44613625425117,"36.4687851:7.44613625425117","es-guelma"
"DZA","Olympique de Médéa","Médéa","Stade Imam-Lyes",12000,"-","-",36.2618736,2.76958364303394,"36.2618736:2.76958364303394","olympique-de-médéa"
"DZA","US Tébassa","Tébassa","Stade du 4 Mars",11000,"-","all-seater",35.4176876,8.06879597658758,"35.4176876:8.06879597658758","us-tébassa"
"DZA","CR de Témouchent","Aïn Témouchent","Stade Omar Oucief",11000,"-","-",35.31190125,-1.14714640866833,"35.31190125:-1.14714640866833","cr-de-témouchent"
"DZA","RC Kouba","Kouba","Stade Omar Benhaddad",10000,"-","-",36.72956965,3.09049965700031,"36.72956965:3.09049965700031","rc-kouba"
"DZA","US Biskra","Biskra","Complexe Sportif d'El Alia",10000,"-","-",NA,NA,"NA:NA","us-biskra"
"ASM","National Stadium","Pago Pago","Veterans Memorial Stadium",10000,"-","-",32.32966955,-90.1798116524454,"32.32966955:-90.1798116524454","national-stadium"
"ASM","Pago Youth FC","Pago Pago","Pago Park Soccer Stadium",2000,"-","-",36.883924,-76.3109013729966,"36.883924:-76.3109013729966","pago-youth-fc"
"AND","BC Andorra","A. La Vella","Poliesportiu d'Andorra",5000,"1991","all-seater",42.5048517,1.51656069953181,"42.5048517:1.51656069953181","bc-andorra"
"AND","National Stadium","A. La Vella","Estadi Nacional d'Andorra",3306,"2014","all-seater",NA,NA,"NA:NA","national-stadium"
"AND","National Stadium","A. La Vella","Estadi Nacional d'Andorra",3306,"2014","all-seater",0,0,"0:0","national-stadium"
"AND","Football-use","A. La Vella","Comunal d'Andorra la Vella",1299,"1990","all-seater",42.5011536,1.51378190064581,"42.5011536:1.51378190064581","football-use"
"AND","Football-use","Sant Julià","Camp d'Esports Aixovall",1000,"-","all-seater",NA,NA,"NA:NA","football-use"
"AND","FC Andorra","Santa Coloma","Camp de la Borda Mateu",1000,"2015","-",NA,NA,"NA:NA","fc-andorra"
"AGO","National Stadium","Luanda","Estádio 11 de Novembro",50000,"2009","all-seater",-8.96986705,13.2835746746224,"-8.96986705:13.2835746746224","national-stadium"
"AGO","Atlético Petróleos","Luanda","Estádio 11 de Novembro",50000,"2009","all-seater",0,0,"0:0","atlético-petróleos"
"AGO","Atlético Sport Aviação","Luanda","Estadio da Cidadela",40000,"-","-",-8.8272494,13.2559290433704,"-8.8272494:13.2559290433704","atlético-sport-aviação"
"AGO","CD Primeiro de Agosto","Luanda","Estadio da Cidadela",40000,"-","-",0,0,"0:0","cd-primeiro-de-agosto"
"AGO","National Stadium","Benguela","Estádio de Ombaka",35000,"2009","all-seater",-12.54270325,13.4600002,"-12.54270325:13.4600002","national-stadium"
"AGO","National Stadium","Cabinda","Estádio do Chiazi",20000,"2009","all-seater",-5.50656505,12.2390974252362,"-5.50656505:12.2390974252362","national-stadium"
"AGO","National Stadium","Lubango","Estádio da Tundavala",20000,"2009","all-seater",-14.94855255,13.5376831666432,"-14.94855255:13.5376831666432","national-stadium"
"AGO","Santos FC","Viana","Estádio do Santos",17000,"2003","-",-10.2821412,-48.3306496328907,"-10.2821412:-48.3306496328907","santos-fc"
"AGO","CR Caála","Huambo","Estádio dos Kuricutelas",17000,"-","-",-34.59500725,-58.4491262449866,"-34.59500725:-58.4491262449866","cr-caála"
"AGO","Benfica Lubango","Lubango","Nossa Senhora do Monte",14000,"-","-",-22.9034212,-43.1755708493693,"-22.9034212:-43.1755708493693","benfica-lubango"
"AGO","Multi-use","Luanda","Pavilhão Multiusos de Luanda",12750,"2013","all-seater",41.45318315,-8.17716970507977,"41.45318315:-8.17716970507977","multi-use"
"AGO","Kabuscorp SC","Luanda","Estádio dos Coqueiros",12000,"2004","all-seater",-8.8142869,13.2260111886538,"-8.8142869:13.2260111886538","kabuscorp-sc"
"AGO","Académica Soyo","Soyo","Estádio dos Imbomdeiros",10000,"-","-",-23.65442455,-47.5693865261904,"-23.65442455:-47.5693865261904","académica-soyo"
"AGO","CRD Libolo","Calulo","Municipal de Calulo",10000,"-","-",13.7245767,-89.6600303787518,"13.7245767:-89.6600303787518","crd-libolo"
"AIA","National Stadium","The Valley","Webster Park",4000,"-","-",52.1165687,-1.9362612,"52.1165687:-1.9362612","national-stadium"
"AIA","Roaring Lions FC","The Valley","Webster Park",4000,"-","-",0,0,"0:0","roaring-lions-fc"
"ATG","Hoppers FC","Saint John's","Antigua Recreation Ground",12000,"1978","-",17.12240795,-61.8390533280005,"17.12240795:-61.8390533280005","hoppers-fc"
"ATG","Leeward Islands","Saint John's","Sir Vivian Richards Stadium",10000,"2007","all-seater",NA,NA,"NA:NA","leeward-islands"
"ATG","Football-use","St. Georges","Police Ground",2000,"-","-",33.2668331,-79.2619955,"33.2668331:-79.2619955","football-use"
"ATG","Football-use","Saint John's","Yasco Sports Complex",1000,"-","-",17.1231,-61.8332203083438,"17.1231:-61.8332203083438","football-use"
"ARG","CA River Plate","Buenos Aires","Antonio Vespucio Liberti",57921,"1938","all-seater",-34.6036844,-58.3815591,"-34.6036844:-58.3815591","ca-river-plate"
"ARG","CA Belgrano","Córdoba","Estadio M. Alberto Kempes",57000,"1978","34 397",-31.36886135,-64.2461384202647,"-31.36886135:-64.2461384202647","ca-belgrano"
"ARG","Estudiantes de La Plata","La Plata","Estadio Ciudad de La Plata",53000,"2003","36 000",-34.91372225,-57.991444076259,"-34.91372225:-57.991444076259","estudiantes-de-la-plata"
"ARG","Racing Club","Avellaneda","Presidente Perón",51389,"1950","17 900",-34.6675265,-58.3685639498434,"-34.6675265:-58.3685639498434","racing-club"
"ARG","CA Vélez Sarsfield","Buenos Aires","Estadio José Amalfitani",49747,"1940","20 847",-34.6354405,-58.5207488308229,"-34.6354405:-58.5207488308229","ca-vélez-sarsfield"
"ARG","Jaguares","Buenos Aires","Estadio José Amalfitani",49747,"1940","20 847",0,0,"0:0","jaguares"
"ARG","CA Boca Juniors","Buenos Aires","Alberto J. Armando",49000,"1940","20 400",-34.8930755,-58.6960762,"-34.8930755:-58.6960762","ca-boca-juniors"
"ARG","CA Huracán","Buenos Aires","Tomás Adolfo Ducó",48314,"1947","8 314",-34.64347935,-58.3965342594136,"-34.64347935:-58.3965342594136","ca-huracán"
"ARG","CA Independiente","Avellaneda","Libertadores de América",48069,"2009","21 101",-34.67026825,-58.3710458488544,"-34.67026825:-58.3710458488544","ca-independiente"
"ARG","CA Colón","Santa Fé","Estadio Brigadier López",47000,"1946","-",-31.6631703,-60.7251996558392,"-31.6631703:-60.7251996558392","ca-colón"
"ARG","CA Lanús","Lanús","Estadio Lanús",46519,"1929","8 600",-34.7177291,-58.3838627,"-34.7177291:-58.3838627","ca-lanús"
"ARG","CA San Lorenzo","Buenos Aires","Estadio Pedro Bidegaín",43494,"1994","14 876",-34.65208325,-58.4401381303562,"-34.65208325:-58.4401381303562","ca-san-lorenzo"
"ARG","Newell's Old Boys","Rosario","Parque Independencia",42000,"1979","14 400",-32.95922165,-60.6600237191155,"-32.95922165:-60.6600237191155","newells-old-boys"
"ARG","Rosario Central","Rosario","Dr. Lisandro de la Torre",41654,"1978","22 000",-32.9241619,-60.834589,"-32.9241619:-60.834589","rosario-central"
"ARG","CD Godoy Cruz","Mendoza","Malvinas Argentinas",40268,"1978","20 768",-34.8393688,-67.7573174,"-34.8393688:-67.7573174","cd-godoy-cruz"
"ARG","CA Aldosivi","Mar del Plata","José Maria Minella",35354,"1978","20 180",-38.0179191,-57.5824266748686,"-38.0179191:-57.5824266748686","ca-aldosivi"
"ARG","Los Andes","Lomas/Zamora","Estadio Eduardo Gallardón",33542,"1940","all-seater",-34.7611823,-58.4302476,"-34.7611823:-58.4302476","los-andes"
"ARG","CA Banfield","Buenos Aires","Estadio Florencio Solá",33351,"1910","3 351",-34.7508276,-58.3875404991152,"-34.7508276:-58.3875404991152","ca-banfield"
"ARG","Atlético Tucumán","S.M. Tucumán","Estadio José Fierro",32700,"1902","2 700",25.6957917,-100.2406695,"25.6957917:-100.2406695","atlético-tucumán"
"ARG","Deportivo Español","Buenos Aires","Estadio Nueva España",32500,"1981","-",-34.6680132,-58.4995313503305,"-34.6680132:-58.4995313503305","deportivo-español"
"ARG","Quilmes AC","Quilmes","José Luis Meiszner",30200,"1993","4 200",-34.74179965,-58.2519452742331,"-34.74179965:-58.2519452742331","quilmes-ac"
"ARG","Multi-use","Jesús María","Estadio José Hernández",30000,"1966","-",24.0198532,-104.6572407,"24.0198532:-104.6572407","multi-use"
"ARG","Platense","Buenos Aires","Ciudad de Vicente López",28530,"1979","4 530",-34.5892858,-58.3930153,"-34.5892858:-58.3930153","platense"
"ARG","CA Nueva Chicago","Buenos Aires","Estadio Nueva Chicago",28500,"1940","8 000",-34.6680132,-58.4995313503305,"-34.6680132:-58.4995313503305","ca-nueva-chicago"
"ARG","Unión Santa Fé","Santa Fé","Estadio 15 de Abril",27500,"1943","-",-31.63188975,-60.7156724676441,"-31.63188975:-60.7156724676441","unión-santa-fé"
"ARG","Instituto ACC","Córdoba","Estadio Presidente Perón",26535,"1951","-",-34.6675265,-58.3685639498434,"-34.6675265:-58.3685639498434","instituto-acc"
"ARG","CA Tigre","Victoria","Estadio José Dellagiovanna",26282,"1936","1 845",10.204225,-67.3587299,"10.204225:-67.3587299","ca-tigre"
"ARG","AA Argentinos Juniors","Buenos Aires","Diego Armando Maradona",25000,"2003","-",-34.60607765,-58.4726665298209,"-34.60607765:-58.4726665298209","aa-argentinos-juniors"
"ARG","Club Sportivo Patria","Formosa","Estadio Antonio Romero",25000,"1980","-",31.7363487,-106.4593603,"31.7363487:-106.4593603","club-sportivo-patria"
"ARG","San Martín de Tucumán","S.M. Tucumán","Estadio La Ciudadela",25000,"-","-",-26.83610495,-65.2298607973191,"-26.83610495:-65.2298607973191","san-martín-de-tucumán"
"ARG","CA San Martín","San Juan","Estadio del Bicentenario",25000,"2011","-",-31.6117275,-68.5279078384809,"-31.6117275:-68.5279078384809","ca-san-martín"
"ARG","CA Sarmiento","Resistencia","Estadio del Centenario",25000,"2011","all-seater",-27.44337825,-59.0108259486119,"-27.44337825:-59.0108259486119","ca-sarmiento"
"ARG","Ferrocarril Oeste","Buenos Aires","Arq. Ricardo Etcheverry",24858,"1905","-",-34.6185657,-58.4476661141665,"-34.6185657:-58.4476661141665","ferrocarril-oeste"
"ARG","Gimnasia y Tiro","Salta","El Gigante del Norte",24300,"1993","1 000",-24.7834309,-65.4041848,"-24.7834309:-65.4041848","gimnasia-y-tiro"
"ARG","CA Chacarita Juniors","Buenos Aires","Estadio Chacarita Juniors",24300,"1945","-",-34.5674021,-58.52817949458,"-34.5674021:-58.52817949458","ca-chacarita-juniors"
"ARG","CA All Boys","Buenos Aires","Estadio Islas Malvinas",24000,"-","-",-34.6164398,-58.4978619127788,"-34.6164398:-58.4978619127788","ca-all-boys"
"ARG","Gimnasia de Jujuy","San Salvador","Estadio 23 de Agosto",23000,"1973","-",-24.1985978,-65.2909171123948,"-24.1985978:-65.2909171123948","gimnasia-de-jujuy"
"ARG","Atlético Patronato","Paraná","Estadio Padre Grella",22000,"1970","-",-31.7365476,-60.5077726,"-31.7365476:-60.5077726","atlético-patronato"
"ARG","Belgrano Córdoba","Córdoba","Gigante de Alberdi",22000,"1929","-",-31.09005,-64.5006144,"-31.09005:-64.5006144","belgrano-córdoba"
"ARG","Gimnasia y Esgrima","La Plata","Juan Carlos Zerillo",21500,"1924","-",-34.91097815,-57.933124791458,"-34.91097815:-57.933124791458","gimnasia-y-esgrima"
"ARG","Racing Córdoba","Córdoba","Miguel Ángel Sancho",20966,"-","-",-31.4085705,-64.5070089,"-31.4085705:-64.5070089","racing-córdoba"
"ARG","CJ Antoniana","Salta","Padre Ernesto Martearena",20408,"2001","all-seater",-24.82091425,-65.4191506100655,"-24.82091425:-65.4191506100655","cj-antoniana"
"ARG","CA Central Norte","Salta","Padre Ernesto Martearena",20408,"2001","all-seater",0,0,"0:0","ca-central-norte"
"ARG","Deportivo Moròn","Morón","Estadio El Gallinero",19000,"-","-",-34.65208325,-58.4401381303562,"-34.65208325:-58.4401381303562","deportivo-moròn"
"ARG","Club Almagro","Buenos Aires","Estadio 3 de Febrero",19000,"-","-",-34.6141266,-58.5348690185707,"-34.6141266:-58.5348690185707","club-almagro"
"ARG","Football-use","San Juan","Estadio Hilario Sánchez",18000,"1907","-",-31.51998345,-68.5301529965244,"-31.51998345:-68.5301529965244","football-use"
"ARG","Chaco Forever","Resistencia","Estadio J.A. Garcia",18000,"1970","-",-27.4698549,-58.9671163837091,"-27.4698549:-58.9671163837091","chaco-forever"
"ARG","CR Puerto Belgrano","Punta Alta","El Coloso de Cemento",18000,"-","-",-38.8766081,-62.0707813,"-38.8766081:-62.0707813","cr-puerto-belgrano"
"ARG","Central Cordoba","Rosario","Estadio Gabino Sosa",17000,"-","-",-32.9707717,-60.6361867368584,"-32.9707717:-60.6361867368584","central-cordoba"
"ARG","Football-use","Catamarca","Estadio Ciudad de Catamarca",16500,"2010","all-seater",-28.4465579,-65.7538512847429,"-28.4465579:-65.7538512847429","football-use"
"ARG","Talleres de Cordoba","Córdoba","Estadio La Boutique",16500,"-","-",-31.44923675,-64.1753028062305,"-31.44923675:-64.1753028062305","talleres-de-cordoba"
"ARG","Estudiantes de Caseros","Caseros","Estadio Ciudad de Caseros",16500,"-","-",36.68115685,-4.4579240833642,"36.68115685:-4.4579240833642","estudiantes-de-caseros"
"ARG","Alianza Cutral Có","Nuquina","El Coloso del Ruca Quimey",16500,"-","all-seater",NA,NA,"NA:NA","alianza-cutral-có"
"ARG","Almirante Brown","Isidro Casanova","Fragata Sarmiento",16200,"-","-",-34.6949907,-58.58682,"-34.6949907:-58.58682","almirante-brown"
"ARG","Arsenal Fútbol Club","Sarandí","Estadio Julio H. Grondona",16000,"1964","-",-34.6783867,-58.3406303912945,"-34.6783867:-58.3406303912945","arsenal-fútbol-club"
"ARG","Atlético Rafaela","Rafaela","Estadio Monumental",16000,"-","-",-34.54529745,-58.4496965338262,"-34.54529745:-58.4496965338262","atlético-rafaela"
"ARG","CA Central Córdoba","Santiago/Estero","Victor Antonio Aguirre",16000,"1970","2 882",-33.4876673,-70.6765812,"-33.4876673:-70.6765812","ca-central-córdoba"
"ARG","Independiente Rivadavia","Mendoza","Estadio Bautista Gargantini",16000,"1925","-",-33.2669832,-68.4584921,"-33.2669832:-68.4584921","independiente-rivadavia"
"ARG","Sarmiento de Junín","Junín","Estadio Eva Perón",16000,"1951","-",-34.5639884,-60.9214479,"-34.5639884:-60.9214479","sarmiento-de-junín"
"ARG","Huracán Corrientes","Corrientes","José Antonio Romero Feris",15700,"1958","-",NA,NA,"NA:NA","huracán-corrientes"
"ARG","Multi-use","Tortoguitas","DirecTV Arena",15000,"2015","all-seater",-34.46084845,-58.7179118763266,"-34.46084845:-58.7179118763266","multi-use"
"ARG","Club Olimpo","Bahía Blanca","Roberto Natalio Carminatti",15000,"-","-",-38.7271418,-62.2758872217118,"-38.7271418:-62.2758872217118","club-olimpo"
"ARG","Douglas Haig","Pergamino","Estadio Miguel Morales",15000,"1977","-",-33.4831143,-70.6526481700034,"-33.4831143:-70.6526481700034","douglas-haig"
"ARG","Huracan Tres Arroyos","Tres Arroyos","Roberto Lorenzo Bottino",15000,"1989","-",-38.3775437,-60.2752295,"-38.3775437:-60.2752295","huracan-tres-arroyos"
"ARG","Club General Belgrano","Santa Rosa","Estadio Villa Alonso",15000,"2000","1 000",-36.6148688,-64.2764043,"-36.6148688:-64.2764043","club-general-belgrano"
"ARG","Football-use","San Luis","Juan Gilberto Funes",15000,"2003","all-seater",-33.3096222,-66.3585412,"-33.3096222:-66.3585412","football-use"
"ARG","CA Trinidad","San Juan","Estadio El Templo",15000,"-","-",10.4366158,-66.8281979,"10.4366158:-66.8281979","ca-trinidad"
"ARG","Tristán Suárez","Tristán Suárez","Estadio 20 de Octubre",15000,"1964","-",25.689952,-100.2802656,"25.689952:-100.2802656","tristán-suárez"
"ARG","El Porvenir","Gerli","Enrique de Roberts",14000,"1971","-",-36.5876446,-64.3010166,"-36.5876446:-64.3010166","el-porvenir"
"ARG","General Paz Juniors","Córdoba","General Paz Juniors",14000,"-","-",-31.42228925,-64.1680552995514,"-31.42228925:-64.1680552995514","general-paz-juniors"
"ARG","AD Atenas","Córdoba","Orfeo Superdomo",14000,"2002","all-seater",-31.3648074,-64.2212529442302,"-31.3648074:-64.2212529442302","ad-atenas"
"ARG","CA Atlanta","Buenos Aires","Don León Kolbovski",14000,"1960","-",-34.4907288,-58.6553844,"-34.4907288:-58.6553844","ca-atlanta"
"ARG","Godoy Cruz","Mendoza","Estadio F. Gambarte",14000,"1960","-",-32.9202332,-68.8391905944087,"-32.9202332:-68.8391905944087","godoy-cruz"
"ARG","Temperley","Temperley","Alfredo M. Berangert",13800,"-","-",NA,NA,"NA:NA","temperley"
"ARG","Club Guillermo Brown","Puerto Madryn","Estadio Raul Conti",12500,"1967","1 200",-42.7694476,-65.0317175,"-42.7694476:-65.0317175","club-guillermo-brown"
"ARG","Puerto Madryn RC","Puerto Madryn","Estadio Raul Conti",12500,"1967","1 200",0,0,"0:0","puerto-madryn-rc"
"ARG","Sporting Punta Alta","Punta Alta","Enrique Mendizábal",12000,"1935","-",-38.8774508,-62.0636929546804,"-38.8774508:-62.0636929546804","sporting-punta-alta"
"ARG","Club Crucero del Norte","Garupá","Comandante A. Guacurarí",12000,"2003","-",-27.4989816,-55.852157,"-27.4989816:-55.852157","club-crucero-del-norte"
"ARG","Guarani Posadas","Posadas","Fernandez de Oliveira",12000,"1960","-",-27.35662975,-55.8958625819189,"-27.35662975:-55.8958625819189","guarani-posadas"
"ARG","CS Desamparados","San Juan","Estadio El Serpentario",12000,"1968","-",10.4366158,-66.8281979,"10.4366158:-66.8281979","cs-desamparados"
"ARG","Villa Dalmine","Campana","Estadio Villa Dalmine",12000,"1970","-",-34.16168225,-58.9780992525427,"-34.16168225:-58.9780992525427","villa-dalmine"
"ARG","CA Centenario","Centenario","Gigante Barrio Sarmiento",12000,"1978","-",-38.8697503,-62.0858696924702,"-38.8697503:-62.0858696924702","ca-centenario"
"ARG","Juventud Antoniana","Salta","Fray Honorato Pistoia",11000,"1922","2 000",-24.7382514,-65.4088736,"-24.7382514:-65.4088736","juventud-antoniana"
"ARG","Cipolletti","Cipolletti","Estadio La Visera",11000,"-","-",-38.8774508,-62.0636929546804,"-38.8774508:-62.0636929546804","cipolletti"
"ARG","CA Boca Unidos","Corrientes","Estadio Leoncio Benítez",11000,"2014","all-seater",NA,NA,"NA:NA","ca-boca-unidos"
"ARG","Estudiantes de Rio Cuarto","Rio Cuarto","Avenida España",10000,"1965","-",41.5965913,-0.9317989,"41.5965913:-0.9317989","estudiantes-de-rio-cuarto"
"ARG","CA Infantiles","Com. Rivadavia","Estadio Municipal",10000,"1975","-",-45.8382862,-67.4856841482856,"-45.8382862:-67.4856841482856","ca-infantiles"
"ARG","Tiro Federal","Rosario","Fortín de Ludueña",10000,"-","-",-32.9367861,-60.7690688,"-32.9367861:-60.7690688","tiro-federal"
"ARG","CSS Sol de América","Formosa","Estadio La Fortaleza",10000,"-","-",8.2847759,-62.7240707,"8.2847759:-62.7240707","css-sol-de-américa"
"ARG","CD Cambaceres","Ensenada","Estadio 12 de Octubre",9500,"-","-",10.161148,-67.5621989,"10.161148:-67.5621989","cd-cambaceres"
"ARG","Football-use","Los Pinos","Municipal J.D. Perón",9500,"1987","-",19.6292525,-98.9311313,"19.6292525:-98.9311313","football-use"
"ARG","CS Belgrano","San Francisco","Estadio Oscar C. Boero",9200,"1937","-",37.7749295,-122.4194155,"37.7749295:-122.4194155","cs-belgrano"
"ARG","San Martin de Mendoza","Mendoza","Gral. San Martín",9000,"-","-",-33.4621856,-67.5518926,"-33.4621856:-67.5518926","san-martin-de-mendoza"
